loss,accuracy,latent,step,iteration,experiment,factor,raw_acc,token_pred_ar
7.746088981628418,0.19257812499999993,14,7,37,1,0.33999999999999986,0.56640625,1.9343026876449585
6.970760822296143,0.21303126215934745,4,10,38,1,0.33999999999999986,0.6265625357627869,1.782344937324524
6.067375183105469,0.2403906249999999,10,6,39,1,0.33999999999999986,0.70703125,1.5488016605377197
6.733884334564209,0.22128515213727942,12,9,40,1,0.34499999999999986,0.641406238079071,1.69469153881073
6.706615924835205,0.2140078166127204,10,7,41,1,0.34499999999999986,0.620312511920929,1.6994659900665283
7.180386543273926,0.2043046957254409,6,12,42,1,0.34499999999999986,0.5921875238418579,1.762034296989441
7.877081871032715,0.1746562582254409,6,11,43,1,0.34499999999999986,0.5062500238418579,1.9419678449630737
7.462930202484131,0.18328124999999992,12,9,44,1,0.34499999999999986,0.53125,1.866370677947998
7.037569999694824,0.18840234786272042,6,10,45,1,0.34499999999999986,0.546093761920929,1.8082903623580933
6.813160419464111,0.2018789103627204,16,9,46,1,0.34499999999999986,0.585156261920929,1.7041693925857544
5.809434413909912,0.2366484457254409,10,4,47,1,0.34499999999999986,0.6859375238418579,1.3982852697372437
7.098508358001709,0.19222657084465017,16,9,48,1,0.3499999999999998,0.5492187738418579,1.7683967351913452
6.683683395385742,0.2069922000169753,16,12,49,1,0.3499999999999998,0.5914062857627869,1.6557261943817139
5.788408279418945,0.22832031249999987,16,9,50,1,0.3499999999999998,0.65234375,1.4675357341766357
6.165072441101074,0.21438672721385946,12,6,51,1,0.3549999999999998,0.6039062738418579,1.545738935470581
5.224174499511719,0.24794531673192965,12,4,52,1,0.3549999999999998,0.698437511920929,1.2658618688583374
6.093857765197754,0.21909375429153427,12,12,53,1,0.35999999999999976,0.608593761920929,1.5433088541030884
6.144269943237305,0.21121874570846544,8,4,54,1,0.35999999999999976,0.586718738079071,1.5335391759872437
5.343658924102783,0.24046874999999984,10,5,55,1,0.35999999999999976,0.66796875,1.3013026714324951
5.737005710601807,0.22299220055341706,6,6,56,1,0.36499999999999977,0.6109375357627869,1.433523416519165
6.127124786376953,0.210445321202278,10,6,57,1,0.36499999999999977,0.5765625238418579,1.5210267305374146
5.7460479736328125,0.22128124564886079,6,4,58,1,0.36499999999999977,0.606249988079071,1.3832292556762695
5.226469993591309,0.24808593749999985,10,10,59,1,0.36499999999999977,0.6796875,1.2881728410720825
8.247503280639648,0.16910156249999989,10,11,60,1,0.3699999999999998,0.45703125,2.0520527362823486
6.558838844299316,0.19974218308925618,12,9,61,1,0.3699999999999998,0.539843738079071,1.633127212524414
7.119226932525635,0.1991640669107436,16,12,62,1,0.3699999999999998,0.538281261920929,1.7161858081817627
6.059513568878174,0.22113281249999986,12,8,63,1,0.3699999999999998,0.59765625,1.4306167364120483
5.870394706726074,0.22228906691074357,8,11,64,1,0.3699999999999998,0.600781261920929,1.415549874305725
5.738628387451172,0.21853124558925616,8,9,65,1,0.3699999999999998,0.590624988079071,1.4252318143844604
6.1045403480529785,0.20985937058925616,4,12,66,1,0.3699999999999998,0.567187488079071,1.4657187461853027
6.165709018707275,0.2035000044107436,14,8,67,1,0.3699999999999998,0.550000011920929,1.492444634437561
5.303031921386719,0.239054700732231,4,9,68,1,0.3699999999999998,0.6460937857627869,1.2157880067825317
6.190147399902344,0.1974296963214873,8,5,69,1,0.3699999999999998,0.5335937738418579,1.4644521474838257
5.341768264770508,0.233273450732231,10,7,70,1,0.3699999999999998,0.6304687857627869,1.2330085039138794
6.495084285736084,0.19511718749999987,8,9,71,1,0.3699999999999998,0.52734375,1.5183709859848022
4.979378700256348,0.2378984463214873,14,10,72,1,0.3699999999999998,0.6429687738418579,1.2395941019058228
5.255931377410889,0.23645313382148728,6,12,73,1,0.3699999999999998,0.6390625238418579,1.2531894445419312
5.492327690124512,0.2193984419107436,4,5,74,1,0.3699999999999998,0.592968761920929,1.2631253004074097
5.148641586303711,0.23529687941074356,8,4,75,1,0.3699999999999998,0.635937511920929,1.1379197835922241
5.172186851501465,0.22980468749999985,10,5,76,1,0.3699999999999998,0.62109375,1.1847577095031738
5.363123893737793,0.22980468749999985,12,9,77,1,0.3699999999999998,0.62109375,1.2567602396011353
6.172531604766846,0.1919375044107436,6,4,78,1,0.3699999999999998,0.518750011920929,1.3839874267578125
5.415914058685303,0.215929700732231,10,8,79,1,0.3699999999999998,0.5835937857627869,1.2875937223434448
4.842778205871582,0.23674219191074355,16,4,80,1,0.3699999999999998,0.639843761920929,1.0916855335235596
5.429797172546387,0.22575780808925616,16,12,81,1,0.3699999999999998,0.610156238079071,1.3040199279785156
4.539318561553955,0.24657032132148726,4,8,82,1,0.3699999999999998,0.6664062738418579,1.066131353378296
5.630649566650391,0.21181641519069655,12,10,83,1,0.3749999999999997,0.5648437738418579,1.3389426469802856
5.4481024742126465,0.21533203124999983,4,9,84,1,0.3749999999999997,0.57421875,1.2526687383651733
5.154781341552734,0.2305664196610449,14,9,85,1,0.3749999999999997,0.6148437857627869,1.1891173124313354
5.86696195602417,0.19101563841104494,4,5,86,1,0.3749999999999997,0.5093750357627869,1.3218517303466797
3.6726949214935303,0.2756835892796514,16,6,87,1,0.3749999999999997,0.735156238079071,0.8257660865783691
4.3371758460998535,0.2600624954700468,10,7,88,1,0.3799999999999997,0.684374988079071,0.9488462209701538
4.84207820892334,0.23430859833955744,8,4,89,1,0.3849999999999997,0.608593761920929,1.0519694089889526
5.607263565063477,0.22137499541044217,4,12,90,1,0.3849999999999997,0.574999988079071,1.3004796504974365
3.81917142868042,0.2728086075186727,4,5,91,1,0.3849999999999997,0.7085937857627869,0.8281233906745911
6.3258843421936035,0.20078906714916211,12,12,92,1,0.3899999999999997,0.514843761920929,1.468641757965088
5.050018787384033,0.2376562499999998,10,8,93,1,0.3899999999999997,0.609375,1.1246036291122437
6.257973670959473,0.19591407179832443,16,12,94,1,0.3899999999999997,0.5023437738418579,1.4507625102996826
5.470260143280029,0.2218125092983244,14,11,95,1,0.3899999999999997,0.5687500238418579,1.2923026084899902
5.945601463317871,0.19195312499999984,10,4,96,1,0.3899999999999997,0.4921875,1.2479747533798218
6.103265285491943,0.1937812569737433,8,8,97,1,0.3899999999999997,0.49687501788139343,1.3427871465682983
6.221456527709961,0.2062734514474867,16,10,98,1,0.3899999999999997,0.5289062857627869,1.374255657196045
5.169960975646973,0.2279062592983244,14,7,99,1,0.3899999999999997,0.5843750238418579,1.1023297309875488
5.276517868041992,0.2157187592983244,12,4,100,1,0.3899999999999997,0.5531250238418579,1.0754019021987915
4.447968006134033,0.24131251394748668,16,5,101,1,0.3899999999999997,0.6187500357627869,0.9386646747589111
4.2919535636901855,0.2507578217983244,4,8,102,1,0.3899999999999997,0.6429687738418579,0.9312634468078613
6.1199421882629395,0.18890624999999983,14,8,103,1,0.3899999999999997,0.484375,1.3238277435302734
5.114437580108643,0.2248593842983244,8,7,104,1,0.3899999999999997,0.5765625238418579,1.0765743255615234
6.806743621826172,0.18433593749999985,16,11,105,1,0.3899999999999997,0.47265625,1.4465581178665161
5.707649230957031,0.20078906714916211,12,5,106,1,0.3899999999999997,0.514843761920929,1.13665771484375
5.630914688110352,0.20261718749999982,14,9,107,1,0.3899999999999997,0.51953125,1.2141326665878296
5.0136518478393555,0.21663280785083752,16,9,108,1,0.3899999999999997,0.555468738079071,1.127540111541748
4.628902912139893,0.2306484514474867,16,6,109,1,0.3899999999999997,0.5914062857627869,0.9867446422576904
4.73200798034668,0.2440546828508375,16,12,110,1,0.3899999999999997,0.625781238079071,1.0292303562164307
3.832956552505493,0.2611172014474867,8,5,111,1,0.3899999999999997,0.6695312857627869,0.7687199711799622
4.7302656173706055,0.23113672345876676,8,7,112,1,0.3949999999999997,0.585156261920929,0.965760350227356
4.9907917976379395,0.21508985787630064,6,5,113,1,0.3949999999999997,0.5445312857627869,1.0130549669265747
4.910204887390137,0.22126173287630063,6,6,114,1,0.3949999999999997,0.5601562857627869,0.9793410897254944
4.485987663269043,0.24965234845876674,12,11,115,1,0.3949999999999997,0.632031261920929,0.9425156712532043
5.2839531898498535,0.20644922345876676,6,8,116,1,0.3949999999999997,0.522656261920929,1.0650280714035034
5.0697197914123535,0.21755859374999983,14,5,117,1,0.3949999999999997,0.55078125,0.9684264659881592
5.757622241973877,0.1863906297087668,8,9,118,1,0.3949999999999997,0.47187501192092896,1.1751083135604858
5.518767833709717,0.19071093514561638,12,6,119,1,0.3949999999999997,0.4828124940395355,1.0766067504882812
4.777925491333008,0.22928516566753368,10,8,120,1,0.3949999999999997,0.5804687738418579,0.9412782788276672
4.546128273010254,0.2533554640412329,6,12,121,1,0.3949999999999997,0.641406238079071,0.8756774663925171
4.74777889251709,0.22280470162630064,10,5,122,1,0.3949999999999997,0.5640625357627869,0.8867148160934448
5.232771873474121,0.19904296874999985,14,6,123,1,0.3949999999999997,0.50390625,1.0060749053955078
5.310297966003418,0.20583204537630065,8,12,124,1,0.3949999999999997,0.5210937857627869,1.1091781854629517
4.236624717712402,0.23669142037630062,12,4,125,1,0.3949999999999997,0.5992187857627869,0.7798253893852234
4.5345001220703125,0.23792577654123287,16,12,126,1,0.3949999999999997,0.602343738079071,0.9247592091560364
4.777029991149902,0.21200392037630064,6,4,127,1,0.3949999999999997,0.5367187857627869,0.8539072275161743
4.026299476623535,0.2530468749999998,16,12,128,1,0.3949999999999997,0.640625,0.8037046194076538
4.857815265655518,0.21138671874999984,12,8,129,1,0.3949999999999997,0.53515625,0.933748185634613
4.147343158721924,0.24193750470876674,16,7,130,1,0.3949999999999997,0.612500011920929,0.7748143672943115
3.763362169265747,0.2586015719175337,8,11,131,1,0.3949999999999997,0.6546875238418579,0.730955183506012
3.9170756340026855,0.2518749952316282,12,9,132,1,0.39999999999999963,0.629687488079071,0.747671365737915
4.576622486114502,0.2265624999999998,8,11,133,1,0.39999999999999963,0.56640625,0.8632017374038696
4.3936309814453125,0.23687500953674295,16,11,134,1,0.39999999999999963,0.5921875238418579,0.8295067548751831
4.087532043457031,0.2393749952316282,10,8,135,1,0.39999999999999963,0.598437488079071,0.7615039944648743
3.593956470489502,0.26406249999999976,6,6,136,1,0.39999999999999963,0.66015625,0.6288049221038818
5.070017337799072,0.20376562982797605,16,10,137,1,0.40499999999999964,0.503125011920929,0.9742385745048523
5.524985313415527,0.18288281008601173,8,7,138,1,0.40499999999999964,0.4515624940395355,1.0041950941085815
5.306906223297119,0.19300781249999982,4,9,139,1,0.40499999999999964,0.4765625,0.9553104043006897
4.309055805206299,0.2436328124999998,10,12,140,1,0.40499999999999964,0.6015625,0.7872267961502075
4.453778266906738,0.23540625482797603,10,12,141,1,0.40499999999999964,0.581250011920929,0.8008782863616943
4.824556350708008,0.21135938465595228,16,4,142,1,0.40499999999999964,0.5218750238418579,0.7767102122306824
4.643633842468262,0.22717969715595224,16,8,143,1,0.40499999999999964,0.5609375238418579,0.8211153149604797
3.7269747257232666,0.25502343267202354,8,5,144,1,0.40499999999999964,0.629687488079071,0.6294974684715271
4.230661869049072,0.23192579090595225,6,7,145,1,0.40499999999999964,0.5726562738418579,0.7400696873664856
4.754879951477051,0.23445702642202357,14,12,146,1,0.40499999999999964,0.578906238079071,0.8124420642852783
4.117253303527832,0.2404687499999998,10,8,147,1,0.40499999999999964,0.59375,0.6908487677574158
4.2949604988098145,0.238570317327976,16,11,148,1,0.40499999999999964,0.589062511920929,0.78075110912323
5.088022232055664,0.20155078366398793,6,8,149,1,0.40499999999999964,0.4976562559604645,0.8351053595542908
4.401787757873535,0.22717969715595224,14,6,150,1,0.40499999999999964,0.5609375238418579,0.7209432721138
4.203732013702393,0.25818749517202355,6,11,151,1,0.40499999999999964,0.637499988079071,0.7033522129058838
4.229441165924072,0.2420507812499998,8,7,152,1,0.40499999999999964,0.59765625,0.6748468279838562
4.141767978668213,0.2404687499999998,16,10,153,1,0.40499999999999964,0.59375,0.7246143817901611
4.2120280265808105,0.23319142073392848,14,7,154,1,0.40499999999999964,0.5757812857627869,0.6756223440170288
4.631598472595215,0.2047148582339285,8,5,155,1,0.40499999999999964,0.5054687857627869,0.7598746418952942
3.9268100261688232,0.25407422840595223,14,7,156,1,0.40499999999999964,0.6273437738418579,0.5863088369369507
4.156970977783203,0.2309765624999998,8,8,157,1,0.40499999999999964,0.5703125,0.7001129388809204
4.225093841552734,0.23730468749999978,8,10,158,1,0.40499999999999964,0.5859375,0.7078934907913208
4.088916778564453,0.2404687499999998,6,10,159,1,0.40499999999999964,0.59375,0.6802523732185364
4.590945720672607,0.21958594232797604,4,4,160,1,0.40499999999999964,0.542187511920929,0.6587767004966736
3.8607702255249023,0.25059376448392845,12,8,161,1,0.40499999999999964,0.6187500357627869,0.6320342421531677
3.9620039463043213,0.24300000965595223,12,11,162,1,0.40499999999999964,0.6000000238418579,0.6901979446411133
3.4240853786468506,0.26135155767202356,14,4,163,1,0.40499999999999964,0.645312488079071,0.5194723010063171
3.963191509246826,0.23888671874999978,8,9,164,1,0.40499999999999964,0.58984375,0.6712728142738342
4.2592034339904785,0.22591406732797603,14,6,165,1,0.40499999999999964,0.557812511920929,0.6590871810913086
4.3408203125,0.22559766590595226,4,12,166,1,0.40499999999999964,0.5570312738418579,0.7281399369239807
3.8244669437408447,0.24774610340595224,8,12,167,1,0.40499999999999964,0.6117187738418579,0.6320244073867798
3.928102970123291,0.23667188465595224,8,10,168,1,0.40499999999999964,0.5843750238418579,0.616307258605957
4.309668064117432,0.2218007764220236,6,11,169,1,0.40499999999999964,0.547656238079071,0.7092968821525574
3.8617899417877197,0.2436328124999998,8,11,170,1,0.40499999999999964,0.6015625,0.6298643946647644
3.2756893634796143,0.2619843846559522,14,4,171,1,0.40499999999999964,0.6468750238418579,0.47448834776878357
4.611196041107178,0.20123438224196416,10,4,172,1,0.40499999999999964,0.49687501788139343,0.6439954042434692
4.130490303039551,0.24426563948392846,6,12,173,1,0.40499999999999964,0.6031250357627869,0.6425690054893494
3.4335227012634277,0.2600859519839284,12,6,174,1,0.40499999999999964,0.6421875357627869,0.4956112504005432
4.8753252029418945,0.2059804639220236,16,12,175,1,0.40499999999999964,0.508593738079071,0.7986544966697693
4.148227214813232,0.23350782215595225,10,12,176,1,0.40499999999999964,0.5765625238418579,0.6814109683036804
4.454913139343262,0.2018671850860117,16,8,177,1,0.40499999999999964,0.4984374940395355,0.6812992095947266
4.201369285583496,0.22243360340595225,12,10,178,1,0.40499999999999964,0.5492187738418579,0.6582693457603455
4.0589070320129395,0.2325585937499998,6,11,179,1,0.40499999999999964,0.57421875,0.5956822037696838
3.9251372814178467,0.2309765624999998,8,9,180,1,0.40499999999999964,0.5703125,0.5625936985015869
3.169178009033203,0.2651484471559522,14,7,181,1,0.40499999999999964,0.6546875238418579,0.45148739218711853
3.814638614654541,0.24055468261241889,10,11,182,1,0.4099999999999996,0.586718738079071,0.5782254934310913
4.058498859405518,0.2277421826124189,16,9,183,1,0.4099999999999996,0.555468738079071,0.5797876119613647
4.840304374694824,0.19923437744379024,4,12,184,1,0.4099999999999996,0.4859375059604645,0.6798417568206787
2.924609661102295,0.28123438477516144,6,10,185,1,0.4099999999999996,0.6859375238418579,0.4070778489112854
4.303177356719971,0.22306250989437082,6,10,186,1,0.4149999999999996,0.5375000238418579,0.5837110280990601
3.9745235443115234,0.2344101661443708,14,9,187,1,0.4149999999999996,0.5648437738418579,0.5352352857589722
3.5520830154418945,0.25645702630281425,16,11,188,1,0.4149999999999996,0.617968738079071,0.4984295666217804
4.0622968673706055,0.2263046973943708,16,4,189,1,0.4149999999999996,0.5453125238418579,0.47914156317710876
4.153687953948975,0.21884765624999977,14,7,190,1,0.4149999999999996,0.52734375,0.5235763788223267
3.719405174255371,0.25224219739437076,14,12,191,1,0.4149999999999996,0.6078125238418579,0.5036881566047668
3.694141149520874,0.25645702630281425,4,11,192,1,0.4149999999999996,0.617968738079071,0.4755958318710327
3.7357873916625977,0.23959766119718529,4,8,193,1,0.4149999999999996,0.577343761920929,0.4633145332336426
4.103609085083008,0.2152812549471853,4,6,194,1,0.4149999999999996,0.518750011920929,0.5021147131919861
3.6749513149261475,0.25126953124999973,8,8,195,1,0.4149999999999996,0.60546875,0.4422272741794586
3.711721420288086,0.26002345234155627,14,9,196,1,0.4149999999999996,0.6265625357627869,0.3950551450252533
5.301235675811768,0.1770234449207781,16,11,197,1,0.4149999999999996,0.42656251788139343,0.708735466003418
4.293798923492432,0.20652734622359256,10,5,198,1,0.4149999999999996,0.4976562559604645,0.48918333649635315
3.0606768131256104,0.27396484374999974,16,6,199,1,0.4149999999999996,0.66015625,0.3549531400203705
4.091948509216309,0.22771875500678995,8,4,200,1,0.4199999999999996,0.542187511920929,0.4334973990917206
3.6741206645965576,0.2651250100135801,6,10,201,1,0.4199999999999996,0.6312500238418579,0.44778379797935486
4.67057991027832,0.22378126502037027,14,12,202,1,0.4199999999999996,0.5328125357627869,0.5925812125205994
3.8459901809692383,0.23887501001358008,14,6,203,1,0.4199999999999996,0.5687500238418579,0.4214569926261902
3.734224319458008,0.2431406199932096,10,10,204,1,0.4199999999999996,0.578906238079071,0.4795325994491577
3.11110258102417,0.27135939002037024,14,11,205,1,0.4199999999999996,0.6460937857627869,0.40543481707572937
4.225281715393066,0.2250937449932096,14,12,206,1,0.4199999999999996,0.535937488079071,0.5737124681472778
4.339827060699463,0.21623438000678996,16,10,207,1,0.4199999999999996,0.514843761920929,0.543300986289978
4.093842506408691,0.21557814002037026,10,6,208,1,0.4199999999999996,0.5132812857627869,0.46036067605018616
2.9636337757110596,0.2785781300067899,16,10,209,1,0.4199999999999996,0.663281261920929,0.3654979169368744
3.456392526626587,0.25035156756639454,10,7,210,1,0.42499999999999954,0.589062511920929,0.39146992564201355
3.8378942012786865,0.23939452618360493,6,4,211,1,0.42499999999999954,0.563281238079071,0.39327073097229004
3.3026540279388428,0.2583203226327893,14,9,212,1,0.42499999999999954,0.6078125238418579,0.38657137751579285
3.591212272644043,0.24769530743360493,14,9,213,1,0.42499999999999954,0.582812488079071,0.41859546303749084
3.835291624069214,0.23341797888278937,10,11,214,1,0.42499999999999954,0.5492187738418579,0.45937401056289673
4.382691383361816,0.2058593749999998,12,9,215,1,0.42499999999999954,0.484375,0.491914838552475
3.4591422080993652,0.24835938513278935,10,6,216,1,0.42499999999999954,0.5843750238418579,0.3711099326610565
3.740041494369507,0.22744140624999976,14,6,217,1,0.42499999999999954,0.53515625,0.3984547555446625
3.7227060794830322,0.24437499493360493,4,12,218,1,0.42499999999999954,0.574999988079071,0.454233318567276
4.297575950622559,0.1998828150331972,10,6,219,1,0.42499999999999954,0.4703125059604645,0.44183218479156494
3.230050563812256,0.2619726613163945,6,11,220,1,0.42499999999999954,0.616406261920929,0.38250407576560974
3.3503987789154053,0.26164063513278935,10,8,221,1,0.42499999999999954,0.6156250238418579,0.35223865509033203
4.298819065093994,0.2134961038827894,4,12,222,1,0.42499999999999954,0.5023437738418579,0.47527799010276794
3.5788471698760986,0.24337891638278936,14,11,223,1,0.42499999999999954,0.5726562738418579,0.3837658166885376
4.148213863372803,0.20685546621680237,14,6,224,1,0.42499999999999954,0.4867187440395355,0.38687974214553833
4.3278656005859375,0.20419921874999977,14,8,225,1,0.42499999999999954,0.48046875,0.42918825149536133
3.5834293365478516,0.24238281249999974,12,5,226,1,0.42499999999999954,0.5703125,0.3387252390384674
3.971118927001953,0.21814454644918418,16,4,227,1,0.42499999999999954,0.5132812857627869,0.35462355613708496
3.4689903259277344,0.24835938513278935,8,9,228,1,0.42499999999999954,0.5843750238418579,0.3562434911727905
3.5027287006378174,0.24072265624999975,16,7,229,1,0.42499999999999954,0.56640625,0.33685439825057983
2.695439577102661,0.2848828226327893,8,4,230,1,0.42499999999999954,0.6703125238418579,0.22833386063575745
4.4611735343933105,0.1864453124999998,8,4,231,1,0.42999999999999955,0.43359375,0.3677065372467041
3.6900196075439453,0.24288282275199866,14,12,232,1,0.42999999999999955,0.5648437738418579,0.3782651126384735
4.273707866668701,0.1988750025629995,8,6,233,1,0.42999999999999955,0.4625000059604645,0.3630293607711792
3.9992496967315674,0.20996093749999978,10,5,234,1,0.42999999999999955,0.48828125,0.32927703857421875
3.1626648902893066,0.2549765676259992,14,5,235,1,0.42999999999999955,0.592968761920929,0.26827991008758545
3.345754384994507,0.2553124999999997,16,12,236,1,0.42999999999999955,0.59375,0.33245712518692017
3.487595558166504,0.2432187551259992,12,9,237,1,0.42999999999999955,0.565625011920929,0.3088912069797516
2.9418046474456787,0.2687499999999997,16,7,238,1,0.42999999999999955,0.625,0.2510538399219513
3.7380995750427246,0.22339843749999977,14,8,239,1,0.42999999999999955,0.51953125,0.3220965266227722
3.986541509628296,0.2106328150629995,10,9,240,1,0.42999999999999955,0.4898437559604645,0.33850860595703125
3.780237913131714,0.2223906403779981,6,8,241,1,0.42999999999999955,0.5171875357627869,0.32433781027793884
3.6402671337127686,0.2365000051259992,16,12,242,1,0.42999999999999955,0.550000011920929,0.33789321780204773
3.877460241317749,0.21936719775199867,10,11,243,1,0.42999999999999955,0.5101562738418579,0.3407326936721802
3.8922019004821777,0.21029688268899896,10,10,244,1,0.42999999999999955,0.48906251788139343,0.3280031383037567
3.515537977218628,0.2375078278779981,4,9,245,1,0.42999999999999955,0.5523437857627869,0.28222692012786865
3.7556607723236084,0.23347656249999976,8,11,246,1,0.42999999999999955,0.54296875,0.3318251669406891
4.137319087982178,0.20290625512599925,6,11,247,1,0.42999999999999955,0.47187501192092896,0.3529701828956604
2.6845815181732178,0.2821874999999997,12,4,248,1,0.42999999999999955,0.65625,0.1774512380361557
3.1116793155670166,0.2626992291212079,4,11,249,1,0.4349999999999995,0.6039062738418579,0.24078451097011566
3.793192148208618,0.21851954162120793,16,5,250,1,0.4349999999999995,0.5023437738418579,0.2537986636161804
3.9435293674468994,0.21206250518560385,6,10,251,1,0.4349999999999995,0.48750001192092896,0.30699479579925537
3.7185909748077393,0.22395703643560383,16,4,252,1,0.4349999999999995,0.514843761920929,0.2360297292470932
3.4453086853027344,0.245367203056812,4,12,253,1,0.4349999999999995,0.5640625357627869,0.2811107039451599
3.280869483947754,0.2457070416212079,6,8,254,1,0.4349999999999995,0.5648437738418579,0.23022758960723877
3.154200553894043,0.24740626037120791,4,5,255,1,0.4349999999999995,0.5687500238418579,0.2052059918642044
3.700685739517212,0.22293749481439565,14,9,256,1,0.4349999999999995,0.512499988079071,0.25434020161628723
3.1823365688323975,0.250464859306812,16,7,257,1,0.4349999999999995,0.5757812857627869,0.20750410854816437
3.8459341526031494,0.22599609374999974,6,9,258,1,0.4349999999999995,0.51953125,0.25681746006011963
3.651249647140503,0.23415234893560383,8,6,259,1,0.4349999999999995,0.538281261920929,0.20931650698184967
3.2001841068267822,0.2535234323143956,12,5,260,1,0.4349999999999995,0.582812488079071,0.1887638121843338
2.986591100692749,0.265757828056812,14,11,261,1,0.4349999999999995,0.6109375357627869,0.22931526601314545
2.9506609439849854,0.2633789062499997,16,7,262,1,0.4349999999999995,0.60546875,0.17927034199237823
3.3502044677734375,0.245367203056812,6,9,263,1,0.4349999999999995,0.5640625357627869,0.21951434016227722
4.107759475708008,0.20424610152840592,10,12,264,1,0.4349999999999995,0.46953126788139343,0.2902813255786896
3.54764986038208,0.22905469268560383,6,4,265,1,0.4349999999999995,0.526562511920929,0.20176176726818085
3.699903964996338,0.22191797912120795,6,7,266,1,0.4349999999999995,0.5101562738418579,0.21346865594387054
3.767378330230713,0.22055859893560384,12,8,267,1,0.4349999999999995,0.507031261920929,0.23404689133167267
3.814366340637207,0.2059453202784059,10,6,268,1,0.4349999999999995,0.47343751788139343,0.21773967146873474
3.2696144580841064,0.25386329680681197,12,12,269,1,0.4349999999999995,0.5835937857627869,0.23269140720367432
3.566232204437256,0.23245313018560382,16,12,270,1,0.4349999999999995,0.534375011920929,0.25017237663269043
3.2280921936035156,0.24298828124999972,14,9,271,1,0.4349999999999995,0.55859375,0.1872403919696808
3.286179542541504,0.24468749999999972,8,12,272,1,0.4349999999999995,0.5625,0.21647070348262787
